Bter_ID,Mated_3,Mated_4,Mated_17,Mated_18,Mated_22,Diapause_33,Diapause_34,Diapause_35,Diapause_36,Diapause_37,Founder_Diapause_40,Founder_Diapause_41,Founder_Diapause_42,Founder_Diapause_80,Founder_Diapause_83
LOC100647395,1793,244,1333,1786,1116,1286,1376,1407,1698,1017,52,635,230,241,512
LOC100651362,981,109,991,627,1495,1667,391,307,365,572,1421,1731,1813,1973,1400
LOC100643510,77,36,66,61,62,57,92,117,69,116,11,43,30,20,37
LOC100651332,2652,416,4069,3840,3664,2795,2707,1912,2385,2758,646,1163,1269,1057,1194
LOC100644529,651,250,867,687,902,1032,1411,1388,1743,1569,898,728,644,1239,1174
LOC100649759,1997,313,3674,2340,3267,2141,1524,1189,1222,2441,2538,2086,2632,2278,2311
LOC100648035,2565,2036,2985,3596,2118,1959,6148,5004,6222,2766,139,1214,767,850,1142
LOC100642747,746,121,1407,1219,812,222,205,221,138,127,85,119,88,46,107
LOC100651361,1415,209,1561,1443,1536,1590,1474,1269,1653,1588,1288,1618,1397,1234,1143
LOC100648751,818,80,1809,1721,1000,1457,1134,1075,413,1643,328,303,333,413,309
LOC100648883,588,178,826,659,671,793,419,279,182,301,344,391,1168,673,662
LOC100646747,58,21,101,78,65,82,96,38,63,84,30,71,115,70,95
LOC100645199,311,149,285,412,270,425,975,877,1229,503,52,202,189,137,210
LOC100646110,67,222,52,68,84,60,120,86,113,54,34,53,47,58,99
LOC100644223,9,13,11,4,9,11,86,63,59,21,0,4,8,3,8
LOC100649475,119,34,7,14,7,71,11,26,28,8,24,127,2759,25,678
LOC100651403,1457,326,2335,1347,2807,2468,1622,1419,1499,2410,5906,4161,3940,5215,3832
LOC100644384,66,46,95,94,112,64,103,85,146,72,15,64,32,26,22
LOC100646454,644,122,1237,703,1546,1294,344,300,292,659,1059,871,1324,2279,1687
LOC100648596,161,56,163,134,191,198,282,224,176,285,34,143,94,118,146
LOC100642629,358,237,438,379,334,412,819,841,752,818,65,286,162,191,335
LOC100650733,1054,301,1152,1062,1058,1074,2439,2014,2404,2252,143,984,640,652,1066
LOC100644006,728,155,1465,757,1486,1313,613,473,545,1095,1228,1295,1734,2216,1846
LOC100647011,198,113,464,311,355,416,610,423,446,727,58,209,220,269,236
LOC100652135,677,153,1282,692,1406,1348,736,525,698,1175,1527,1166,1674,2442,1916
LOC100645000,147,47,200,136,184,160,298,298,505,508,61,349,187,272,331
LOC100652115,127,22,288,113,374,235,100,73,55,243,990,235,407,830,518
LOC100646875,73,3,88,104,49,46,31,77,35,24,15,43,472,17,152
LOC100648462,178,73,248,175,201,172,434,411,482,552,36,198,101,184,218
LOC100651340,362,153,342,394,260,271,1149,1102,1067,638,41,231,97,96,187
LOC100650715,9,2,13,18,103,20,8,3,10,27,10,10,36,30,27
LOC100649106,485,282,848,438,727,459,3546,2751,1833,3531,218,427,487,569,618
LOC100645896,91,22,208,87,239,199,55,52,49,128,235,122,95,424,285
LOC100651480,748,144,1130,722,1160,1235,552,488,329,677,806,1646,1571,1564,1227
LOC100648507,130,35,221,102,269,296,91,83,101,155,468,249,428,611,462
LOC100642387,6,2,10,3,3,3,6,13,8,3,3,141,58,130,204
LOC100642562,825,278,904,1072,1045,913,3253,3883,2156,3223,49,420,204,158,294
LOC100647106,2486,520,3184,2625,2717,3627,4076,3594,3893,4187,657,1579,1933,1381,2018
LOC100645126,139,20,215,122,247,185,108,80,119,233,217,277,181,305,234
LOC100648870,249,91,320,201,369,313,183,172,207,296,434,596,618,469,429
LOC100648248,284,67,376,247,455,469,421,387,441,582,699,494,454,745,593
LOC100649282,271,57,428,351,379,252,478,418,403,567,752,483,1078,483,391
LOC100643537,552,90,571,343,994,389,160,140,156,342,340,846,593,1602,1096
LOC100645929,79,22,100,63,195,215,13,16,7,19,570,367,464,492,338
LOC100647237,142,54,309,138,357,213,128,98,71,209,1117,174,420,780,578
LOC100644711,28,13,61,48,65,71,57,45,93,65,11,27,16,45,21
LOC100645897,1412,262,2256,1260,2998,2391,1360,1009,1029,2014,4443,2487,3929,5176,3498
LOC100642207,204,27,347,211,398,304,185,178,131,373,241,297,342,628,525
LOC100645572,170,90,145,152,166,213,179,294,196,205,59,202,225,163,203
LOC100642301,881,299,1293,894,1416,1622,983,757,884,1452,959,1601,2212,1803,1788
LOC100648307,59,32,133,73,152,104,143,111,95,171,147,126,125,392,296
LOC100646416,426,76,891,387,965,763,313,251,273,633,1848,981,1615,1988,1601
LOC100644374,37,9,48,28,37,63,249,201,326,357,9,54,16,108,92
LOC100643443,219,120,285,231,285,269,548,418,580,678,46,258,177,196,250
LOC100651179,362,167,457,413,325,341,521,415,555,516,24,243,132,147,192
LOC100647089,9,2,3,7,6,12,7,4,8,2,0,4,5,2,3
LOC100649419,500,118,590,522,692,427,826,680,729,818,80,431,341,366,405
LOC100643334,455,137,706,476,688,924,1986,1869,1819,1532,447,960,1287,1210,1057
LOC100649577,278,128,588,286,668,613,531,402,497,878,1068,523,716,1164,859
LOC100644001,91,15,251,112,328,220,64,48,43,125,263,171,186,448,350
LOC100651864,12,4,54,22,35,53,22,24,29,65,52,41,39,127,70
LOC100647986,40,17,49,51,20,22,72,75,51,38,6,23,19,12,17
LOC100645684,396,139,482,726,331,559,1081,1024,1122,687,36,369,236,170,283
LOC100643269,322,46,643,330,623,410,305,258,252,457,585,776,689,866,551
LOC100651343,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
LOC100643320,709,154,1304,784,1523,1143,631,549,512,1129,2374,1175,1804,1496,1463
LOC100651258,345,74,719,300,791,591,219,183,174,515,1793,567,1021,1565,1120
LOC100649248,159,45,224,164,291,274,222,191,179,247,340,279,369,415,341
LOC100652320,627,99,1169,613,1071,1110,354,321,254,533,1028,1019,1568,1041,1096
LOC100651652,198,49,494,220,575,484,163,120,117,296,610,419,577,1225,851
LOC100650437,97,48,5,7,4,237,13,180,164,58,15,134,1858,40,603
LOC100644572,649,103,1376,780,1067,862,408,355,311,711,658,1245,1051,1672,1205
LOC100650339,948,192,687,651,764,449,1090,1112,654,614,39,273,164,169,247
LOC100648463,595,151,1266,602,1242,1078,424,361,362,729,714,1220,1474,1908,1572
LOC100648187,954,123,988,490,1614,459,620,615,438,914,760,622,1131,947,724
LOC100644183,315,119,582,315,611,604,430,325,449,674,484,1534,1233,2323,1721
LOC100647582,10,4,11,2,22,7,9,11,5,16,44,10,10,53,37
LOC100649086,52,19,70,52,59,59,168,135,186,235,44,79,77,72,79
LOC100651827,53,14,80,62,107,137,42,75,43,86,144,85,167,157,126
LOC100643266,357,106,378,424,401,427,835,875,772,860,29,383,246,253,397
LOC100651986,1213,190,1206,1182,1042,1056,1353,1169,1018,1516,129,470,221,370,561
LOC100650421,1249,281,1301,1575,822,1015,3476,2521,2969,1625,48,541,155,175,374
LOC100642927,5,2,14,4,7,4,7,5,3,10,5,27,12,14,21
LOC100651407,101,12,64,49,134,84,335,226,301,319,167,356,172,309,468
LOC100645263,4042,312,7961,5786,12676,10701,3693,4821,2101,8847,12430,11470,10901,8952,8770
LOC100648122,871,248,8,36,13,2637,17,187,566,48,100,669,13852,114,2443
LOC100643349,224,89,9,18,4,684,11,106,41,25,45,505,8575,95,2279
LOC100642694,176,22,291,173,239,202,88,52,64,100,139,236,271,421,350
LOC100644306,947,243,1287,1137,1119,895,1281,919,1167,1602,472,402,663,459,479
LOC100645104,3401,1012,3807,3492,3195,2885,4165,3396,3597,4651,275,2487,936,1393,2115
LOC100650809,337,71,516,379,509,577,241,148,247,335,676,585,871,785,556
LOC100644830,35,14,69,45,53,65,89,87,70,124,47,39,62,54,55
LOC100648690,1420,349,1529,1595,1168,1136,1226,938,1962,871,71,803,247,322,880
LOC100650444,335,106,172,155,210,282,899,1068,915,1362,51,236,75,68,159
LOC100644029,765,147,851,699,680,837,1085,774,623,1019,78,560,284,335,529
LOC100649373,24,8,39,47,22,18,196,148,228,141,5,17,13,20,15
LOC100647326,451,106,559,599,527,650,771,663,797,860,63,397,374,353,388
LOC100648009,466,123,562,666,536,596,796,669,874,749,57,398,385,279,377
LOC100645041,793,172,1929,899,2355,1518,1000,752,825,1866,2950,1457,2383,3356,2682
LOC100642659,621,144,1060,679,1273,1262,509,497,397,800,3407,1605,2076,2891,1734
LOC100651926,149,17,256,136,341,242,106,106,98,216,595,193,291,547,432
LOC100651122,35,8,61,20,58,62,15,13,12,19,78,41,32,94,86
LOC100651679,419,139,506,449,483,557,707,652,822,860,131,516,472,391,457
LOC100645700,23,13,31,34,20,26,363,225,266,109,3,10,7,12,14
LOC100651659,134,58,263,124,376,213,142,132,166,416,884,245,375,966,745
LOC100643872,266,32,363,243,388,346,130,118,96,245,649,322,503,484,408
LOC100642325,0,0,2,0,0,0,6,13,11,6,2,3,2,5,8
LOC100650006,365,77,504,304,621,551,361,254,214,524,1476,500,862,1261,940
LOC100645393,3,1,8,3,5,4,10,2,9,5,1,21,1,16,13
LOC100643373,96,60,175,150,203,214,86,103,97,199,236,207,121,230,171
LOC100651287,321,65,742,436,973,995,201,175,172,376,1218,648,1181,1487,1107
LOC100644251,663,270,671,630,599,846,1028,1016,938,861,158,421,281,404,423
LOC100651680,192,66,363,223,402,476,156,135,111,217,405,476,229,699,450
LOC100647095,189,26,284,157,405,548,128,86,107,232,1945,570,711,1613,1054
LOC100644913,223,75,334,193,382,341,407,406,331,704,208,559,466,611,644
LOC100643111,105,22,196,101,248,250,138,95,94,209,694,189,294,548,462
LOC100647111,2923,711,3926,2769,5125,7058,2210,1961,1781,3243,29969,10451,18502,12483,10840
LOC100649596,332,64,661,334,994,713,180,117,124,397,2562,617,954,2355,1700
LOC100643515,27,9,53,38,105,74,25,20,19,44,222,44,118,263,169
LOC100649188,2480,261,1149,1550,2131,2467,576,416,480,264,92,1055,903,773,1248
LOC100649307,2716,360,1480,1840,1692,2106,1954,2157,2100,979,132,834,527,481,887
LOC100645403,104,14,179,92,185,200,117,75,63,157,409,187,280,396,294
LOC100649532,608,262,1179,579,1099,1833,567,452,477,760,1259,1003,1764,1932,1410
LOC100649367,51,28,57,71,68,77,129,123,79,97,58,197,157,174,165
LOC100647896,39,11,24,21,21,34,56,28,36,46,16,213,83,271,221
LOC100651175,144,20,223,172,276,277,80,77,91,120,263,257,369,273,233
LOC100644072,554,98,886,563,968,1035,366,306,320,563,1948,1855,2839,1969,2170
LOC100651757,15526,3534,13680,14858,14371,15740,3984,3998,3396,3485,978,5322,1261,2318,4259
LOC100645377,257,64,593,245,670,432,478,324,381,884,709,410,647,1358,1103
LOC100645501,497,59,1825,1112,2114,455,80,65,67,155,224,240,369,551,433
LOC100652149,1129,256,1156,1144,802,1113,475,444,355,316,72,408,352,331,518
LOC100651958,879,224,1561,787,1590,1439,941,731,654,1443,3961,2032,2988,3678,2732
LOC100648452,516,124,663,720,632,738,987,715,689,856,427,805,873,859,694
LOC100652188,505,135,898,559,933,939,412,321,247,657,672,1181,1185,2551,1685
LOC100649859,25,14,29,31,96,29,20,27,22,20,259,92,182,112,75
LOC100647215,387,140,440,344,394,409,1028,1028,767,776,119,252,303,249,417
LOC100650041,426,120,617,381,541,409,751,647,801,1030,950,353,490,639,500
LOC100647270,360,47,311,338,361,456,2343,2256,2346,2414,52,201,193,154,198
LOC100647475,134,38,255,156,240,235,97,134,95,242,306,276,421,464,412
LOC100648677,411,143,469,543,364,535,583,497,745,522,33,306,185,177,364
LOC100649147,62,28,118,85,103,114,105,99,138,169,62,112,122,191,162
LOC100650636,253,61,322,278,254,317,390,316,305,308,50,168,171,120,194
LOC100650301,346,159,475,431,440,465,766,684,982,856,54,371,280,232,416
LOC100648697,391,85,891,416,940,626,445,354,376,683,923,790,667,1524,1043
LOC100648901,342,422,483,450,416,657,970,920,996,654,80,445,462,329,480
LOC100643147,128,41,351,129,583,205,40,29,36,40,579,168,308,800,857
LOC100652163,334,124,426,402,404,459,1290,1189,1327,1492,64,247,281,205,330
LOC100650752,16,6,48,24,37,34,16,11,10,28,54,30,31,80,73
LOC100642462,55,1,109,46,147,125,91,63,47,157,192,78,61,220,170
LOC100643829,176,25,241,131,350,287,90,83,112,116,186,173,236,554,439
LOC100650977,802,214,1003,648,1270,1513,677,596,487,899,3946,1294,2195,1974,1487
LOC100649689,1082,276,1492,1031,1631,1682,791,604,659,1223,3824,2624,3812,3982,3033
LOC100649033,110,35,250,228,217,206,302,164,237,228,18,56,34,77,53
LOC100647930,9,5,20,10,15,7,31,30,34,43,12,8,15,18,9
LOC100651347,340,90,341,336,293,351,462,456,505,473,38,215,163,119,240
LOC100645535,67,29,111,80,134,94,77,98,94,140,138,113,188,179,164
LOC100647417,358,66,494,328,474,496,358,290,386,477,490,536,502,744,544
LOC100644122,160,44,337,196,326,307,226,167,184,334,415,337,249,633,415
LOC100644376,426,72,707,344,927,884,333,248,239,481,1724,827,1538,1526,1101
LOC100649268,533,162,1095,486,1550,1440,1191,904,772,1390,2899,1115,2247,2623,2021
LOC100646105,198,94,526,295,481,470,419,345,350,772,606,470,904,1272,1101
LOC100644375,110,6,249,175,300,1021,286,314,213,427,1124,1027,1298,2320,804
LOC100650974,1,4,5,3,2,8,18,18,8,6,49,8,24,21,17
LOC100645444,25,2,25,24,29,24,42,7,25,28,68,29,70,34,36
LOC100650269,92,34,186,97,187,188,69,65,38,89,266,162,210,367,207
LOC100646899,382,330,703,431,631,656,467,339,408,460,1468,755,1260,1073,784
LOC100650350,108,33,253,167,301,226,170,164,199,300,490,303,319,644,480
LOC100645987,938,209,2971,2371,2328,1448,2100,1446,1613,2441,120,312,421,361,419
LOC100643788,359,67,242,235,914,571,237,248,275,132,535,544,423,561,419
LOC100648214,2055,409,2159,1313,2643,2278,1657,1640,1128,1964,2792,2375,3477,2982,2598
LOC100651437,242,47,479,245,444,504,150,113,114,269,370,259,407,667,445
LOC100651452,1075,216,1106,1036,1381,2047,503,396,371,572,2719,2481,1848,2455,1981
LOC100648669,761,103,1409,684,2128,2113,305,267,146,852,8813,1276,2980,5307,4058
LOC100644237,243,32,395,233,533,610,116,64,71,195,1418,496,501,1301,871
LOC100651251,378,60,650,321,677,531,557,415,482,753,786,543,515,926,587
LOC100651865,140,35,358,163,330,313,116,62,84,230,1362,352,587,837,602
LOC100647476,281,50,367,180,641,565,313,241,262,567,2287,525,1000,1428,1275
LOC100650359,1083,242,1985,1029,1749,1274,872,526,600,1141,2029,1250,1475,2204,1458
LOC100642567,1395,236,2572,1473,3329,3138,1718,1159,1253,2927,6918,2944,4712,7027,5115
LOC100642401,969,206,1575,848,2116,2056,665,537,627,923,4894,2047,3377,4450,3232
LOC100651780,621,121,893,553,1078,1524,441,332,346,696,5052,1391,2879,1931,1505
LOC100643317,458,71,654,345,872,1002,530,423,462,757,3276,1234,1672,1728,1144
LOC100643538,1,0,0,0,6,0,0,0,0,0,15,1,0,6,0
LOC100648549,570,317,314,207,985,4649,264,227,247,436,7534,1703,5118,7484,4534
LOC100649492,96,15,257,162,258,124,72,89,59,97,25,138,75,177,100
LOC100650054,8,2,22,10,9,11,13,14,13,12,4,14,29,12,29
LOC100644009,34,19,35,10,9,15,18,32,38,13,32,754,376,438,644
LOC100651255,9688,56,33967,16557,31549,343,1485,1533,776,4854,72,110,202,174,91
LOC100647785,2105,88,4484,5067,2462,3535,977,786,491,1513,526,2201,4397,1852,3434
LOC100643678,36,124,51,23,54,178,35,26,13,31,176,322,534,1249,496
LOC100648391,2189,78,3755,5566,4038,10273,3230,3954,2615,5961,5212,11803,11927,14343,7983
LOC100647566,7239,1407,11375,12746,8807,7799,2435,1892,2816,4219,1065,3536,5113,3455,4210
LOC100649988,1032,13,698,709,848,1444,304,341,229,357,476,2414,2098,2595,1927
LOC100647462,584,80,872,756,1307,1982,123,134,168,248,2212,1567,3407,2947,2748
LOC100651006,443,170,561,589,378,475,860,939,394,379,27,280,144,149,188
LOC100647022,155,19,123,127,166,61,56,35,56,25,10,15,33,18,36
LOC100650086,118,40,147,94,109,110,352,242,284,344,26,56,58,70,71
LOC100642391,177,50,277,173,344,324,257,217,165,265,271,249,488,411,357
LOC100643745,566,89,695,655,966,426,151,143,145,379,91,379,294,318,255
LOC100651125,220,33,1054,431,881,344,315,222,157,701,350,214,210,811,562
LOC100651131,509,83,1191,556,1240,1011,578,484,413,996,1614,828,1336,1839,1564
LOC100642349,2118,364,2334,1557,2657,3400,5708,4575,3938,4766,650,1797,1401,2198,1346
LOC100644944,46,14,99,57,127,129,99,79,90,123,239,124,162,312,167
LOC100647407,59,1,126,88,99,69,13,9,11,29,121,253,145,198,176
LOC100651380,292,89,529,291,537,496,420,360,430,673,755,1045,739,1162,841
LOC100645811,240,80,248,289,199,205,558,534,649,611,22,172,118,114,163
LOC100643634,300,89,460,345,374,375,545,488,506,566,64,262,218,183,256
LOC100647573,423,150,617,448,427,479,826,661,743,820,56,279,204,230,367
LOC100651386,328,69,357,331,378,370,182,167,133,191,264,301,427,300,268
LOC100643729,2678,243,4995,3740,4552,2794,2284,2140,1743,3581,1697,2608,2480,2198,1921
LOC100651800,130,34,168,114,158,134,181,154,119,280,18,84,51,82,151
LOC100644697,371,357,320,558,254,336,962,1073,1238,635,31,331,105,142,388
LOC100647000,1263,230,1000,701,1024,760,986,843,680,1191,44,456,160,310,477
LOC100645525,130,66,190,145,214,116,411,288,463,469,44,109,62,65,125
LOC100652219,164,25,371,148,591,385,102,99,70,207,1323,377,514,1139,962
LOC100650886,1484,72,1809,1392,2637,1492,367,459,326,884,2081,904,1990,1755,1647
LOC100644832,279,61,460,264,502,1258,345,354,420,485,2311,3301,4557,3469,4697
LOC100643130,4297,304,3991,2451,8163,2920,1454,1392,772,1428,6800,4889,4801,12362,8700
LOC100648813,620,64,1332,808,1676,1508,422,259,274,745,2073,1162,1146,2345,1756
LOC100644479,74,23,106,73,88,119,79,47,42,118,167,94,227,171,155
LOC100647775,104,20,180,86,263,239,97,91,85,205,389,193,325,661,509
LOC100648317,117,11,182,90,169,176,67,52,63,73,117,192,94,303,218
LOC100645790,403,102,797,448,1240,1089,212,233,185,409,936,665,854,1626,1264
LOC100647180,214,34,460,188,558,433,161,147,110,290,940,421,614,1166,891
LOC100645421,644,147,686,589,587,561,1025,804,1055,1010,48,432,290,256,460
LOC100646394,209,52,452,185,492,433,243,222,221,440,1689,517,656,1303,977
LOC100645953,492,122,970,486,1179,1046,306,259,225,564,2728,1232,2056,2688,1921
LOC100644534,171,31,328,145,321,250,92,67,141,181,531,241,223,464,350
LOC100642528,180,44,315,170,400,319,303,221,177,447,713,424,479,710,569
LOC100649500,34,32,44,31,24,44,60,33,63,40,273,43,179,82,194
LOC100648289,208,55,509,241,424,370,234,180,121,371,508,377,372,404,316
LOC100651358,43,448,31,42,52,38,33,33,23,28,13,20,27,24,44
LOC100650011,544,102,675,595,801,657,530,415,658,659,287,549,662,556,515
LOC100651833,792,256,1244,1097,818,527,3953,3149,4800,1729,40,126,68,91,118
LOC100646196,1657,62,1463,1552,1268,495,433,443,388,464,72,310,277,235,319
LOC100642634,144,83,259,107,282,212,74,73,53,118,120,293,253,543,356
LOC100651461,47,14,59,29,55,84,30,28,16,22,229,200,163,459,404
LOC100650740,1123,148,1006,749,1398,1884,402,409,384,603,1030,1168,2275,1143,934
LOC100651798,475,135,638,665,623,1260,557,432,490,697,352,631,1064,595,684
LOC100644639,278,38,407,244,436,467,244,213,223,337,841,466,641,872,604
LOC100644845,722,91,1464,739,1617,1355,360,289,220,525,472,926,1127,1809,1298
LOC100643676,343,92,547,294,614,646,516,419,444,569,1052,844,829,1096,1101
LOC100645582,206,53,376,204,456,358,233,197,174,347,698,358,552,776,582
LOC100648784,94,35,243,92,260,199,155,122,113,273,518,227,321,659,476
LOC100646659,143,47,348,134,417,264,119,86,85,219,507,279,418,1029,813
LOC100647971,2,0,3,1,0,4,1,4,6,1,1,1,1,0,0
LOC100651283,1035,288,1082,1129,906,1029,1869,2208,1976,1439,52,672,154,183,370
LOC100650848,65,78,161,194,79,71,263,212,126,115,18,48,30,40,59
LOC100649309,41,81,58,72,68,69,196,180,263,87,24,39,44,37,47
LOC100642798,528,78,536,346,481,381,774,659,716,1035,78,348,67,251,290
LOC100650315,649,119,736,829,514,567,442,484,571,360,47,340,169,145,276
LOC100644785,1089,200,1026,861,713,583,917,748,882,619,47,425,85,128,279
LOC100648272,36,20,24,35,12,42,32,33,40,14,3,13,8,9,27
LOC100649098,119,34,137,147,101,137,620,493,790,694,18,87,60,80,116
LOC100649643,31,10,44,37,33,53,18,23,17,27,8,69,42,78,69
LOC100646716,274,69,323,355,302,408,495,439,478,489,27,241,207,146,251
LOC100644633,344,49,454,384,486,490,833,687,832,785,65,254,206,367,421
LOC100651963,316,74,332,393,298,374,161,144,221,172,29,210,222,126,208
LOC100647297,16,6,25,14,18,20,11,3,7,9,4,10,13,33,31
LOC100644263,117,40,240,135,380,382,129,111,104,199,2281,362,797,943,527
LOC100642846,29,2,35,17,35,46,31,19,16,43,83,30,45,105,79
LOC100651831,44,8,75,51,123,115,31,12,21,37,645,197,233,278,178
LOC100649081,166,77,252,209,303,287,295,232,188,367,252,169,257,335,290
LOC100646840,202,41,305,228,352,257,127,140,110,275,211,272,199,489,418
LOC100644033,212,108,309,179,253,268,169,135,135,172,73,132,127,175,149
LOC100645754,152,23,274,125,449,316,70,36,34,125,1321,294,559,1079,697
LOC100651723,37,37,77,47,60,60,106,89,61,131,74,82,31,231,161
LOC100650016,656,59,880,551,680,808,1151,1034,1167,1537,186,478,394,443,420
LOC100642690,52,19,78,48,60,153,74,71,78,99,35,91,78,171,151
LOC100645266,219,34,314,287,219,195,776,465,739,560,17,139,69,114,148
LOC100643613,129,20,252,118,291,205,77,64,53,141,796,191,290,585,397
